,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
226,MOHIT SHARMA,It's a monster from 🍎,5.0,19,7,2021,1,0,Phone functioning is fantastic.Earlier charging is taking time after 80%lets say around 3 hours but one update was done now after 80%it is taking 1 hour.upto 80%is fast charging just in 20 to 30 minutes.Camera is awesome as it is apple.
227,Sourabh sarsar,Some issues are persisting,3.0,29,1,2022,1,0,"Sometime freezes, keyboard doesn’t pop up, and not attaching files in mails while after so many tries. When I close the app then open it again then it attaches the files and same with keyboard. Calls issues, sometimes it doesn’t give us voice while call and sometimes  doesn’t make calls."
228,Anish K.,Worth spending on this beast,5.0,25,6,2021,1,1,"I can’t find a flaw in this phone till now, after using this for 3 days. Upgraded from iPhone 7 Plus - and this one is way beyond what I expected. Super performance, battery life, camera, display, refresh rate, interface — and I can go on and on. Timely delivery by amazon, with no complaints on packaging. A genuine product verified on apple website as well."
229,Sm Belal,Apple IPhone 12 Green Colour 64 Gb Unboxing,5.0,26,6,2021,1,4,"The media could not be loaded.
                



 I don’t have any words to describe of this Phone camera, Performance model Design everything is mind blowing I am so glad after bought this Phone you should purchase this 😇"
230,Kartik Rathore,"Best Phone , Just go for it",5.0,2,6,2021,1,0,"Writing the rewiew after some days of usage And I would like to mention the following things -Battery - As per my usage the battery lasts full day and my screen time goes to 6-7 hours .Display- Best in class , You will love to enjoy watching videos in this .Build quality- Feels very premium in hand and also is durable , like I have been using it without any screen guard and cover and there is not even a single scratch .Camera - As we all know that iPhones cameras are the best . It’s shots are very clear"
231,Suraj Verma,One Of The Best Device But Little Overpriced.,5.0,19,7,2021,1,0,"One of the best device. Performance Is Just Awesome. A True Flagship. Camera Performance Is Also Just Awesome. The Only Problem I Have With This Device Is .,... That its portrait photos are not that much good. Because due to the lack of telephoto lense. And Front Camera Is Also Good. But the same issue I'm facing here too.. The portrait mode is not so good. The only thing I am disappointed is its Portrait Mode On both the back and front camera. The rest of functions and performance are just awesome."
232,Ramesh rawat,Camera pixel not as per expection,1.0,11,2,2021,1,5,Not to long battery backup only two three hours
233,Gunjan Gunjesh,Great Experience,4.0,22,1,2022,1,1,Everything is great about the phone except company is not offering charger with the phone and needs to be purchased separately. I think for 60K phone. Charger worth 1.5 k should be given.
234,Arnab Pradhan,Worse than iPhone 11,3.0,31,8,2021,1,0,"I m the 1st time user of iPhone but my experience is mixed .Front cam is superb specially in day light .Battery is also good , performance is also very good.But I don’t like it’s warm screen colour . Compare to amoled screen it is nothingI don’t like it’s front camera specially in artificial light ."
235,PREM,Expensive but loads of technology,4.0,31,5,2021,1,0,"Overall experience: As we spend huge amounts of Money on this mobile, we expect a lot from Apple.Requesting apple to come up with more handy inbuilt apps to facilitate daily activities which will also give us more satisfaction for the money we spent"
236,Suman Mandal,Hardware Issue,5.0,6,5,2021,1,0,I’m using this phone since last 6 months. Few days back I have started facing a hardware issue. The receiver speaker is not working. From service centre they told me that in this model it’s a known issue. Though they will fix this free of cost as it is under warranty period but still why should I use a repaired handset.
237,Sujan koilakuntla,Regret my costlier purchase,3.0,21,7,2021,1,0,My old Poco F1(15k) is much better in all aspects. Iphones are just for show off. Battery life sucks. Auto brightness glitch is not solved even after 9 months. There is no finger print reader. Whatsapp has no backup between android and IOS you will loose everything if you switch between them.
238,preet pomal,Simply Flawless,5.0,24,5,2021,1,1,"Excellent phone, first hand impressions are too good. Phone is so light you won't believe you're holding one on your hand. Those all complaining that it has heating issues might be first time user of apple, it has heating issues right from when I remember using iPhone 4s. So that's cool no big deal."
239,megha agrawal,Just Amazed with the display and quality,4.0,6,8,2021,1,0,"New Apple iphone 12 is too amazing. I have switched from android (Oneplus 6T) to iPhone.Below are my reviews after using for 3 days.Pros: Amazing look, feel, display, very smooth touch and face recognition is ‘the best’. Lot of new features in camera like studio light, night mode etc.Just 2 cons: Little small in size as compared to oneplus 6T and battery life is upto my expectation.If anyone really want to switch to iphone, this is a great deal(P.S. got 14% discount)#happycustomer"
240,Tapa,Worth it! Go for it!,5.0,11,11,2020,1,2,Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!
241,Jai Sharma,My 1st iPhone,5.0,25,3,2021,1,5,"The media could not be loaded.
                



 My first iPhone.....that is 12...love it"
242,Harish Kumar H,iPhone 12 128 gb,5.0,29,5,2021,1,0,Coming from android I was a little sceptical when I was shifting to iPhone but it was smooth user experience is great display is smooth you only realise it when you use it a good investment if you are planning to hold your phone for longer. A great buy. Delivery by Amazone was good got it on fourth day even in this lockdown time. Face unlock works like a charm when you are not using mask. Battery life is ok but don’t expect like those huge 4500mah like endurance of androids for that you have to spend a bit extra and go for iPhone pro Max.
243,Dhiraj Subhash Deshmukh,Green colour is unbelievable trust me…it’s more beautiful in real,5.0,7,3,2022,1,0,"1. It’s was a one day delivery like I got my product exactly within 24hrs2. Product is genuine ,ordered from Drishta electronics Nagpur.3. And iPhone 12..it’s like living in another world4. Audio is much better than anyone can imagine, like it will give you a 8D experience in speakers5. And face lock is unbelievable, it can detect your face even in no light.6. Got more than what I expected except an adapter."
244,Amazon Customer,Change phone,1.0,18,10,2021,1,4,"Voice not coming, incoming calls not coming properly even when network is full.Pls change phone"
245,ARNAB BAIRAGI,Security Features and Smoothness No one can match. Just if the battery backup is high.,5.0,26,2,2022,1,0,Just awesome 😎 No other words can describe the same. APPLE IS APPLE no one can beat the product. Security Features and Smoothness No one can match … Just if the battery backup is high then it’s just incomparable to any phones.
246,Girish Verulkar,"There was a scratch on the screen , which I noticed after a week",2.0,10,9,2021,1,1,"If you buy it from the local shop, you can check the mobile properly. In my phone there was a scratch on the screen"
247,Nupur mohanty,"Best camera, Best & fast iOS system, Simple operation",5.0,11,2,2022,1,0,"The A14-Bionic chip makes it fast operating device, it’s 5G enabled (iPhone 11 lacks 5G), 4K video recording is a additional feature, battery life is a little better than it’s predecessor. The purple & green are the most purchased colours, I had waited for more than 3 months to get the 128 gb purple one. In terms of use it is very smooth and responsive and I just loved it."
248,S. Shekhar,Seems not ok,3.0,30,1,2022,1,0,"The phone I recieved, seems refurbished.As there is some faded patch I can see at back camera panel. While setting up Apple id error is coming up..""This phone has been used to create too many apple IDs"".Need to return this. But return option is not coming up :("
249,gourav,do not west your money buying iphone 12,1.0,1,5,2021,1,2,mobile back glass low qulaty scrachis and dust scratch and low battry backup .  my iphone is oregnal but i am not happy buy is iphone 12 . but camra cool and all feautur:(  :(
250,Sourav chakraborty,Not upto the mark but ……???,5.0,16,5,2021,1,1,After my 7 days of usages I found out that the batty life is not so good while on jio mobile data …. Other wise its a amazing device and after the offer on amazon i got 128 gb version ₹76k… satisfied with this…🤩🤩🤩🤩🧐
251,Santosh,Awesome!! 👍👍😎😊,5.0,22,2,2021,1,1,"Awesome is one word! My first iPhone! It is pricey, but you have to pay a price for class!! Just got it yesterday, will give a thorough review after a few weeks, but my initial impression on checking out a few features, it really blew my mind!!"
252,Keshav,"Best deal, Got it 128gb for 75900 😁😁",5.0,21,1,2021,1,2,Well i dont have to say much because my phone is working perfect so i would just say go for it if you really think you can buy this phone. Dont worry its worth having it. Its been almost 1 month and i havent face any issue even battery backup is fine for me.
253,Rishab varthaman,It’s definately good,5.0,23,6,2021,1,1,The phone is overall good most people say this phones battery mah is so low and it will not last that long but it is not true my use age would be around 9 hrs approx with the phone but then too it lasts with a single charge the performance is also good and it’s overall go u can go for it
254,Krishna Gondchar,Best IPhone ever,5.0,10,4,2021,1,0,"Excellent iphone ever. This was my first Iphone, previously i was hardcore android user but after switching to IPhone was too easy. Ios 14 is buttery smooth. Android user will not face huge issue in switch.Best CameraBattery life Average20 watts iphone charger is bestNo heating issue observed.Overall best iphone for android users to switch with"
255,dr Rahmath,Dream product.....,5.0,4,8,2021,1,1,"The media could not be loaded.
                



 Excited actually....perfect phone.Will update after continous usage."
256,Rishabh Jaggi,Great phone under 67500₹ and in US after tax it cost 65500₹,5.0,10,3,2021,1,0,Got it for around 67500 and it’s awesome. I used 6s before and transitioning to this was pretty good. And the adapter I got for around 1800 so under 70000₹ it’s an okay deal as in US the phone will cost around 897$ including taxes which converts to around 65483₹ and in India after hdfcbank discount and emi discount it cost around 67500₹ so in short a good deal on Iphone 12.
257,Taslim Fatima,Nothing to worry ....All good,5.0,22,1,2022,1,0,"The media could not be loaded.
                



 I was a bit skeptical about buying iphone on amazon because of some frauds happen in these type of deliveries but amazon proved it that there is nothing to worry about the item or phone you are buying so no isusues at all got my phone with sealed packed box."
258,Pankaj Agarwal,One of the best phone variant of apple,5.0,3,2,2022,1,0,Cheaper and also got it with heavy discount. Very handy and camera is awesome. Must buy if you are looking forward for an iphone. 128 GB is costlier so this is apt.
259,Legendary,This phone will definitely address your needs!,5.0,15,12,2020,1,2,"I want to say that battery backup of iPhone has been considerably improved. Everything is the best. If you're a average user who only indulge in social life and little bit of photography no need to go for Pro/ Pro Max, iPhone 12 will do the justice."
260,Bharathi,Good camera and video was wonderful,5.0,21,2,2022,1,1,"Hey guys,Its my honest review aftr 1 month use really awesome product thanks to amazon for wonderful product and worthy,I was too scared to purchase this kind of high rate mobile on online bt thank now am feeling trustworthy"
261,AM,The phone to buy,5.0,11,11,2020,1,3,12 vanilla is the phone to buy for the average user. Its the sweet spot for 🍎 fans. If you really want the 3 cameras go for the pro max.
262,jayraj,Iphone 12 128gb,4.0,4,2,2021,1,2,"It's my day 1 review, bought for 72k ,iphone 12 128gb red color. Soon I may modify review again."
263,sagar puri,Got a defective item iPhone 12  there is a dust particle in the camera lens.,1.0,10,2,2022,1,1,Got a defective item iPhone 12  there is a dust particle in the camera lens. Item didn’t replace yet its very shameful to amazon such a big company doing the mistake. Don’t by valuable item through amazon
264,Srihyma,"This is a great bundle of quality, premium experience, reliability.",5.0,7,11,2021,1,0,PROsApple ExperienceCameraLight weight design and operating systemOLED displayCONsEco-system that is Hard to enter and exitNo charger and earphones in boxCostly repairsSlowed down a bit in innovation
265,Moturi Saikrishna,Awesome,5.0,26,7,2021,1,1,"Does iPhone even need a review? It’s an amazing product and if you crave for awesomeness, ultra performance, cult and sheet solidarity then go ahead and buy. It has a steep price point but marvellous things do come at a premium. Plan, Save & then Buy!!!"
266,Rj,Smooth touch compared to other iPhones,5.0,5,8,2021,1,0,Have been using Apple products for more than 7 years now.. Good phone with good battery back up.. display is stunning.. Face ID works really well no troubles so far.. really smooth to use..
267,umer khan,Fantastic beast and Where to find it ! Amazon,4.0,13,2,2021,1,2,"The Best iphone i have used ,Camera is a beast, speakers are superb, display is unbelievable, and battery has never been better!But the touch response has been poor i am unable to type like i used to do on my iphone 7 or 8."
268,Sanjay Mishra,My favourite mobile.,5.0,8,2,2022,1,1,Good battery life and fast face recognition but no fingerprint reader.
269,Rajat Verma,Not suitable for reading anything,3.0,24,9,2021,1,2,"Screen is crisp and clear but as soon as there is scrolling, text blurs. Apart from this big drawback, rest everything is great."
270,Laveena Fernandes,Apple products are Amazing!,5.0,17,4,2021,1,0,"I am always a fan of Apple products. It cant be compared to any Android phone. The Blue color is amazing and the screen touch, picture quality, weight, looks, battery life is really good.  Don’t think twice, just go for it."
271,Bharath Naik,I’m surviving with one kidney,5.0,6,3,2022,1,3,I’m surviving with one kidney.
272,surya prakash,Review after using the mobile for 10 days,4.0,24,5,2021,1,1,Amazing display.Battery life is good till now.Camera is good but not so great.Supports one physical sim and one e-sim.Performance and frame rate is very smooth.Very satisfied as of now.
273,SKAND RATURI,Great product,5.0,17,8,2021,1,0,"The media could not be loaded.
                



 Battery life is so good ♾️Display 🤯Performance 🦁(beast)Looks 🕴️Face recognition works even in dark and really fast too.Camera is so good potraits are so better than any other smartphoneGreat in hand feel and fitIt's hard to digest but it is value for money 🤑Over-all Great piece of technology"
274,Sahil Thakare,Worth every penny 😍🤩,5.0,7,11,2020,1,3,"The media could not be loaded.
                



 I am so happy to have this device.. It feels too premium.. Blazing fast and ultra premium.. Loved it 😍😍😍😍🤩🤩🤩🤩"
275,Brijesh Mourya,Face I'd,4.0,6,2,2022,1,2,Everything is good in this 12 series except that face I'd....face I'd doest work properly while wearing mask😶
276,Abhijith CV,Super performance,5.0,5,2,2022,1,1,"Good performance,camera,video and sound. Only problem is battery backup. If you are using internet continuously , battery will not last one day. Screen on time 7 hours…"
277,Amazon Customer,Super phone,4.0,15,2,2022,1,1,"Worth mobile. Best build quality , better screen, and it's much handy compare to iPhone 11 and XR.Battery 4/5Camera 4.5/5Function 5/5"
278,Kunal giri,Best in gaming and camera quality,5.0,14,4,2021,1,2,"Best camera quality,screen resolution superb,battery performance for me like i also play highly graphics games (best in class).premium looks great performance,what else we want ✌🏼"
279,Mohamed Asarudeen,iPhone 12,5.0,30,5,2021,1,1,Phone is good but Their is no Apps for new application like torrent it is all the way secured also everything depends on money for all the appsCamera is wonderful and look wise too good
280,Suyog,Most premium design and display quality,4.0,6,2,2022,1,1,I have selected black shade. One of the best displays i ever seen on iphone with super light weight and slim design. No matter it feels so much premium on hands and cheese smooth lag free ios experience. Loved it
281,Parivesh Rakesh,when confused between a pro and this,5.0,3,9,2021,1,1,"if you're not a avid photographer, go for this one.. save some money and add a pair of airpods.Genuine seller."
282,arpit sharma,ios isn’t better than android,5.0,22,2,2022,1,18,"The media could not be loaded.
                



 ios is ver very different and limited to an certain extent.heavy android users gonna regret about so many things."
283,parimal singh,Inferior 5g capability,4.0,19,2,2021,1,1,Good phone and good color if you're buying the blue one. Rest things are fine but this device for India does not have all 5g capabilities (mmWave missing). There is no 5g antenna cut out like in US units for mmWave. However sub 6 is available which is a way inferior.
284,Bishal Roy,Iphone 12 Oled panel has yellow tint.,4.0,6,3,2021,1,0,I am surprise no body mentioned this on the review. I had iphone X previously and bought iphone 12 now. The major issue that i saw is the display of iphone 12 has weird yellow tint to it compare to older models. Just for the comparisons i have added the photo of my 3year Iphone X (left) and iphone 12(right). The white looks is much cooler in iphone X compare to iphone 12. Dont know if it is a hardware issue or software issue.
285,Jeet Bania,"First iphone? Don’t think, just buy!",5.0,10,3,2022,1,0,"Its my first iPhone and I couldn’t be any happier, the experience and privacy features you get with an apple product is top class. The smooth in he OS itself is ✨I didnt use the camera much, but that works well too."
286,Anonymous,Best Iphone for the debut to the Apple world!,5.0,27,2,2022,1,1,I switched from android to apple and trust me this was the finest decision I’ve ever had! I always wanted a great Camera with Great performance and Privacy and Apple serves it all! Just go for it!
287,Adharv Kumar,Simply Wow!,5.0,17,4,2022,1,0,"Been using this for a couple of days now and trust me if you have the budget then just go for it. Battery backup is amazing if you are not a heavy gamer, Fast charging is simply Wow if you uses 20w original apple charger. Rest I hope you all know that's why you are still searching for this product. So in short this is the best phone to grab this year!"
288,MIDHUN CHAKKARAVARTHI,Touch not responding,2.0,4,2,2022,1,0,"Problem arrived on the next day after the return window closed, Touch not responding while on a call not even to cut or hold the on going call, after 5 to 10 times pressing the side button then only its responding, given to apple service they sending it back to apple india in Bangalore, near about it takes 5 to 7 working days, feeling frustrated😩"
289,Rishabh,Amazing phone,4.0,27,1,2022,1,0,Phone is amazing . Battery could be better . Amazon cheats people in the name of prime membership . Amazon says sale will be started a day before for prime users but they don’t tell they will keep the price high that day just to fool people . They reduce the prices just after sale starts for non prime users. So be aware of this .
290,swati pandey,piphone's performance is pathetic,1.0,21,6,2021,1,1,"I bought iphone 12 from amazon  a month back. Its touch screen response is pathetic, it hangs during calls and call waiting. Also there's disturbance in volume while using entertainment apps. This is the first time i have purchased iphone from online store and my experience is horrible."
291,manoj,Power key not working after 20 day use,3.0,6,1,2021,1,2,My phone power key not working after 20 days use ..now m helpless where m going for bacause amazon gives 10 day replacement only and iphone store so far from I’m lived
292,Anubhav Bothra,Suggestion and problem I am facing after buying iphone 12 from Amazon,1.0,11,8,2021,1,2,Please don't buy iphone from here .... It's not worthy...... I purchased an iPhone 12 and it gets heat so fast and battery is also not good...... They are selling fraud items
293,Sweety,iPhone 12 purple,5.0,21,2,2022,1,4,"The media could not be loaded.
                



 This color is beautiful ,initially I'm afraid to buy iphone and this color too but after the arrival it proved me wrong ! so go for it guys"
294,pArt,Superb phone at a good deal,5.0,27,5,2021,1,1,Superb phone from apple what can I add more to the fact. Though I miss a fingerprint sensor dearly.
295,Amazon Customer,What's new with 12?,3.0,18,12,2020,1,0,"Apple has dropped ear phone and charger  adapter from pack. Charger adapter are required for first time users. Atleast there should be an option to.Whatsup and FB should be part of started apps now.It's too early to comment on newer model, but nothing much changes as far as UI is concerned it still same icons which were ther for iphone 5. Doesn't feel you are bpught phone 4 years ago."
296,Swarali,Another Amazing phone from Apple,5.0,3,7,2021,1,0,"The media could not be loaded.
                



 Another Amazing phone from Apple.Better performance, nice battery, amazing camera.Just one concern, apple should have given adopter too."
297,Girish Panchal,Most awaited iPhone !!,5.0,2,1,2021,1,0,"Firstly it’s thin, weight is reduced. Apple changed the display to Super Retina edge-to-edge OLED now. It features Ceramic Shield to protect from hardest falls and drops. You are definitely going to love the edges this time. A good option to upgrade from previous models."
298,Shahil J.,Great..,5.0,9,3,2022,1,0,The performance is amazing. Potrait mode could have been better only If there was a telephoto camera instead of ultra wide. But I am ok with the ultra wide. Many complain the battery life is not good but for me I am able do last one whole day with single charge. Surely it depends upon person to person usage. Overall i am really happy with this mobile.
299,KARTHIK,Simple delivered used phone,1.0,4,2,2022,1,3,It’s used phone delivered to me
300,draj059,Great phone,4.0,6,1,2021,1,0,"So far loving my new iPhone.The battery life is good. Just need to charge once a day. I used my camera for recording videos for 2-3 hours , still the battery survived through out the day.Camera is good."
301,Umesh Dua,Old versions of iPhone have been better than this,1.0,3,2,2022,1,1,"Got a defective product, only after the return period its in the service center. SIM stopped recognizing and is in for repair."
302,Aravind SHI GU,Wow Great Smartphone,5.0,5,2,2022,1,0,I was using IPhone XR since 2019 and now upgraded to IPhone 12. The serial number showing on the box and in the mobile settings is same. It is genuine and made in my beloved country Great India.
303,Amazon Customer,Exchange old phone,1.0,9,8,2021,1,2,"Those who want to exchange there old phone s , for their information they will deny exchange for trivial reasons and ask money in lieu of"
304,vinothan,Best Premium Smartphone in all aspects,5.0,2,1,2021,1,0,"Looks premium on hand, Fastest mobile on the planet right now and definitely worthy.Battery life is good compared to other flagship mobiles.Camera is outstanding, apple always does the same with iPhone series.Always in love with apple products still love continues😍😍😍😍"
305,Krishna Poojary,Awesome,5.0,25,1,2021,1,0,Back to the same design of iPhone 4/5. Phone feels great to hold and use. Very snappy and good battery life. Records video in HDR which looks really good on the oled screen of the phone.
306,Shoeb haque,If your buying this kind item check the retail rating,5.0,26,3,2022,1,0,Darshita retails is just awsome i got my package on time and its is genuine but packaging is not good like if are buying an phone around so packaging will be like overall good
307,Konica Singh,Switch too Iphone for a legitimate mobile experience…,5.0,30,5,2021,1,1,"Amazing phone….its my 2nd day of use… loved it!!Switched from Android, i can feel the major difference in OS hardware screen… in feel!!Battery life superb so far in two days charged for one time. P.S: I am not a gamer.Got to know iphone is IPHONE for a reason."
308,Kuldip,Perfectly premium!,5.0,10,8,2021,1,0,As all knows iphone nothing comes in comparison. The UI is so smooth. My first ios device. Every app feels so smooth and fast. Delivery was very late by Amazon.Its a superphone. Use it and know it yourself!
309,User,"Genuine Apple product, superfast delivery",5.0,20,1,2022,1,0,"Same day delivery from Amazon, really fast.Switching from Android to iOs, it's a different experience altogetherSceptical about ordering online, but Amazon has not disappointed."
310,Amazon Customer,Amazing!! Amazing!!,5.0,14,3,2021,1,0,"Loving it! But cant seem to get over my 5 yo 6S which still in fabulous condition except for the battery life.Iphone12: Amazing look & feel, yet to explore the finer aspects.Super quick delivery, ordered @ night, got early mrng delivery day."
311,Basudev Ganguly,High quality video recording better than a handicam,5.0,13,2,2022,1,0,"In an era when mobile handset is a must in everyday life, there cannot be anything better than an APPLE IPHONE.  It is always far far ahead of rest of the android phones.  No other phone can match it in terms of its superior quality, features, elegant look and finishing in general and in particular its use as a video camera."
312,Arijit,Apple rules!,5.0,19,7,2021,1,0,Great upgrade over iPhone 11.Better camera better screen and far better ergonomics.Amazing price offered on Amazon unmatched by any other seller.Great buy!
313,a,Worst online purchase experience both for the product and the return,1.0,10,9,2021,1,4,None
314,DEV SA,IPHONE 12 Clicking good pictures,5.0,19,4,2021,1,1,"have recently purchased an iPhone 12 here's how you can click some stunning looking night shotsClicking good pictures at night required professional-grade cameras earlier, but now people can click some really good photos using just their smartphones. And this goes one step further with the new Apple iPhone 12 series."
315,Prasanna Kumar,Apple iPhone 12 as Excellent,5.0,23,1,2022,1,1,I love it thank you for timely delivery Amazon
316,Naveed,Scratches on main screen,2.0,6,8,2021,1,3,Minor dents on corners and scratches on main screen spending 80k to get this sucks. Dont recommend to buy especially from this seller.
317,Abhimanyu,Great Product,5.0,20,1,2022,1,1,"Authentic product delivered, superb phone."
318,SUBODH H.,The iphone is getting over heated real fast. Plus the battery is also draining out fast.,1.0,23,2,2022,1,0,"The iphone is getting over heated real fast and far too frequently. This has been happening since the last 15 days, just 25 days after i bot it on 16jan22. This is not only unqumacceoatable keeping in mind Amazon's standards but also dangerous from health hazard point of view. Please change this product immediately."
319,Jay Ravat,Loved it,5.0,30,5,2021,1,0,"Have been using it for more than 10 days & quite satisfied. Battery life is good. Will drain fast only if you play games like COD ,PUBG . As this game are high power consuming . Other wise it works fine. I would say this one is best for videographers and photographers. Iphone brings best out of u if u are any kind of creator"
320,Niyam,Best iPhone ever!!,5.0,2,5,2021,1,0,"Iphone 12 is the best phone in terms of performance, quality,camera,design...the iphone 12 is the best in segment with a beautiful design,,white colour with glass back is very attractive. portrait shots,night photography are brilliant, battery backup is little bit low but its ok... finally this iPhone is the best ever iPhone with oled display and the design is very very attractive..loved it😍"
321,Bhoomika Rawat,iPhone awesome 12,5.0,22,6,2021,1,0,"Everybody knows how good and different an iPhone experience is. This one is just perfect, perfect size, cool color, fancy camera, and super awesome processing chip.The 5 star is also for the smooth service that Amazon offered. Even at the time of peak pandemic, they managed to deliver this within 5 days to one of the remote location in Northern India. Thank you!!"
322,meenal,"Awesome phone in terms of battery, build, camera quality and yes, the colour :)",5.0,22,2,2021,1,1,"Loved it absolutely , I mean apple is making the phone smoother and improving the build and camera quality so it’s better than the previous version. Other than that, I can not see any major changes but then that’s how apple has been :)"
323,Irfan Safeer,A Perfect apple device…,5.0,25,1,2022,1,0,It just feels so premium to hold in our hands…screen quality and camera is more than enough…battery life is above average it can last a day with moderate usage…ios user experience is just awesome…its so fast and secure…overall it’s value for money at this 60k price range
324,Kuldeep S.,Not the Apple I want to bite,3.0,23,3,2021,1,1,"Apple is loosing its grip as a premium product. Now it slows down, hangs often, reboots and irritate. It’s slowly becoming just a symbol rather than an actual smart phone."
325,Ronaldo,👌,5.0,25,11,2020,1,2,Great smartphone. but funny thing is that it doesn’t support airtel in my phone. Maybe they need a software update or should look into this issue.
326,Amarjeet Kumar,I Phone 12- 128 GB review,5.0,21,1,2022,1,0,"Thanks Amazon, I have received my I Phone 12-128GB in 1 day. I was little worried to buy in online due to some fake news. But really its amazing experience. Totally genuine product and I Phone 12 is best experience like camera quality , touch screen and battery back compared to my previous 6S."
327,Sonam,No charger in 61000 phone pathetic,1.0,9,3,2022,1,1,After buying a phone worth 61000 you'll do t give charger to charge phone how to charge it Android phones suppliers are far better than iPhone in this case atleast they use some common sense
328,bharath prabhu,iPhone 12,4.0,11,12,2020,1,1,Average battery life only for iPhone for 1 day or below .Value for money is too expensive only but the quality is good comparing with the price .
329,Sunitha Balraj,Unable to activate phone,1.0,10,6,2021,1,1,"Inspite of online support from apple website, unable to activate phone."
330,Sushree,Charger is not good,1.0,29,6,2021,1,2,Lightening charger not working. Always shows liquid detection
331,Ramesh C,Overrated,2.0,9,6,2021,1,2,Honestly if it's not for that maverick Steve.... High on hype. Android and Samsung are a zillion times better.
332,Aman,Amazing All-rounder,5.0,17,11,2020,1,1,"You can get good phones for cheaper. You can also get phones with certain features that you don’t get here. But if you are looking for the most well rounded phone that ticks all the right boxes with sheer simplicity, this is for you."
333,Bhagyalekshmi S Panicker,Iphone12 Black 128gb,5.0,15,4,2022,1,1,It’s a really good phone with good battery life and really good to use. This is is my first time shifting to iPhone and I m really enjoying it.
334,Manikanta Kuna,I Really Loved it,5.0,10,2,2022,1,1,"The media could not be loaded.
                



 Before I used SE 2020 But Now iPhone 12, I loved its camera and very compactible for single hand usage.iPhone 12 Created 2021 Records  in Smart mobiles, So Don't Waste your money in iPhone 13 series."
335,RUDRADITYA PRADHAN,Fast iPhone fast everything,5.0,15,2,2022,1,1,Best Buy value for money iPhone in this range
336,Nabam toli,BAD PACKAGING!!  BUT LUCKILY THE PHONE CAME ALRIGHT,5.0,18,7,2021,1,0,"The product works as advertised,  delivered in 4 days every thing is a s expected but the package that the phone was in was very risky,  no sponge of soft stuffing just one small cartoon which was all squished but luckily nothing happened to the phone"
337,Albaadi Goru,Gaming Beast,5.0,2,7,2021,1,0,"From 90% Battery to 20% BatteryBGMI/PUBG MOBILE - 2hr 35Mins(Almost 70% Drain)-Battery is 2810mah but it will last longer than iphone 11 because of its A14 Bionic chip.If you're buying it for Gaming Purpose then go for it, There's no better option then this iphone 12 in the price range of 80K."
338,Aman Arai,New iPhone 12,5.0,27,12,2020,1,3,The new Apple iPhone 12 is an amazing device. The device is beautiful and performance is great.
339,prashanth,Best iPhone to buy,5.0,10,4,2021,1,0,"Moved from oneplus, this phone is perfect on hand with a smaller size. Battery backup has been great. After some minor tweaks, I get more than a day of back up. The camera is better than the one plus."
340,Shravan Dasari,Super Fast Delivery and Amazing,5.0,22,2,2022,1,1,"The media could not be loaded.
                



 Iphone 12 is the phone you can trust on battery life, screen clarity, amazing camera. This phone look more beautiful in the blue. I strongly recommend to buy it"
341,Kanti dhruw,Butter smooth performance,5.0,3,7,2021,1,0,Perfect phone for gaming multiple taskBut overpricedOverall good phonePerformance 10/10Battery 8/10Camera 8/10 front camera disappointment  overall good cameraGaming10/10Screen 10/10Heating common
342,Samrat Das,flagship phone,5.0,2,6,2021,1,0,Best battery backup in all iPhone models. No lag. Nice face recognition in dark places too. Happy with this phone. Decent deal from Amazon.
343,k vinod kumar,The best 😊,5.0,31,5,2021,1,1,Apple always AppelScreen quality and face unlock excellent
344,Buyer,True Beauty.♥️💟♥️,5.0,19,3,2021,1,0,"Once an iphone lover, always an iphone lover.The phone is great with smooth user interface, suits basic needs and has a great camera quality."
345,S.R.,Outstanding,5.0,26,3,2022,1,0,The phone is awesome. Seamless browsing. I canceled the first order with the seller because it was being delivered too late. The second order was in a deal wherein the delivery was next day. Seems weird but so is life. Phew..
346,Akash Sutradhar,Very good product .,4.0,14,6,2021,1,1,Battery life is too short. Can't watch videos for too long. Or can't make videos for too long. Charge gets decreased very fast and also gets heated. Apart from this other aspects are excellent.
347,Ramsai,Waste,1.0,14,9,2021,1,3,Waste
348,Sheetal,Great Phone,5.0,22,12,2020,1,0,Upgraded to iPhone 12 and guess what? Not at all disappointed.. Apple has done a great job and iPhone 12 has everything you need.Go for it without a doubt..
349,TAHIR HUSAIN,Treat to use iPhone,5.0,6,8,2021,1,1,Perfect product to use without any glitch
350,Shoma,Ringer volume almost inaudible,1.0,20,4,2021,1,3,The ringer volume is extremely low. So I would really appreciate it if the phone is replaced.
351,Rahul Singh,Awesome,5.0,5,2,2022,1,0,Iphone is always best option and no matter what is cost but it will give 100% satisfaction.
352,Rajeev Raghavan,"Iphone 6 to Iphone 12, Wauhhhhhhhhh",5.0,6,12,2020,1,0,What an upgrade for me from my almost 6 year old Iphone 6 to Iphone 12. Worth every penny. Bought the 128GB blue here on Amazon and got delivery in just 3 days. Perfect phone for my needs and feels solid when holding it on hand. The display and feel - So much satisfied with Iphone 12VERY VERY HAPPY.
